"a_mort","a_inc","prod_growth","a_res_cost","a_int_cost","h_res_mort","h_sus_mort","a_res_prob","a_sus_prob","a_res_mort","a_sus_mort","h_amr_fall","a_amr_fall","drr","ICER"
0.0259479544599506,4.48656729076769,0.0644701796288646,1.9277567404788,0.0619191959034651,1,1.71516467664663e-60,9.88650792161945e-10,0.424966100941019,0.0173804272255451,0.247521268358324,0.997645454916669,0.951745575572241,6.80018561100587,-1463.46086409559
0.0315634122809911,5.4622284097546,0.057454603800755,1.53291463642381,0.0226043754257262,1.31876607392324e-110,1.02269844589021e-37,5.58372313308493e-08,0.00208432717468249,0.00251726297009006,0.718377317184262,0.249064409113458,0.685865970496823,4.11815648665652,-714.610648729097
0.0333418616742791,5.13197164790907,0.0601497429103494,1.53474638913758,0.0703848286997527,1.45516149701972e-16,3.19340374645361e-34,0.00444555942282245,0.252592254235834,0.999884894240254,0.343532259217642,0.586583506965669,0.0677007855170308,1.30910214455798,20284.960120445
0.0394958412557583,4.10259831518522,0.0608843749525826,2.04762803995982,0.143145498423837,2.46164293667581e-73,5.99478778529701e-132,3.46271575789357e-06,4.1341292149133e-07,1.10369568072204e-06,0.150324090192578,0.327545865726469,0.00779579324717964,3.05146470386535,5576.47542619082
0.0322029791833043,4.53987639491242,0.0517634983051073,2.26080097700469,0.22157424276229,3.09473209313295e-81,1,1.43429055164373e-05,0.301329736665956,0.0905436448104455,0.000604647994129301,0.003781318550206,0.086619934890229,7.25611377973109,10034.0803948948
0.0290879591321554,4.72376955518744,0.0595786025306172,2.42721185018308,0.242312796832994,6.60431959702258e-312,7.71518983576434e-142,0.999999999554672,0.123968383275898,0.0647648402788119,0.173819528562678,7.45794331739948e-05,0.000272926443867049,7.16199040831998,295306888.305582
0.0346610377189418,4.95163312958817,0.0618075521403785,1.60305627482012,0.181802921416238,1,9.21007428958195e-164,0.28103677384012,0.681592941361451,0.472775635805235,0.982089108318083,0.00446651818303877,0.000162572800251676,8.22264934610575,2612905.79033574
0.0360642229402336,4.69872369435483,0.0550431903299861,2.3426719380077,0.18421783586964,1,1.49491105282351e-06,0.467370466469434,0.000277319182748114,0.508082063956174,0.000857552983899429,0.955723917041896,0.00232379138358116,7.38042973913252,13955.2956919208
0.0380951528114056,5.8285790188288,0.055445071723216,1.60790984053165,0.143718980555423,6.48748313697094e-108,1.28252165734382e-80,0.0025505035150967,1.2924220560791e-11,0.0200315954666904,0.270933457771218,0.0246646136307067,0.99869348728122,6.24440793786198,91238.8272853433
0.0401050786210725,4.95477838563751,0.0541887661295518,1.6242921568919,0.226054973015562,1.34823927117986e-234,0.652850766709933,5.95431698293392e-08,0.201107241163652,0.000198884109234973,2.80458566338791e-05,0.0218090200326744,5.13522441985425e-05,0.979498791508377,3177594.86966412
0.0312784329428195,4.64348089696137,0.0458115181437224,1.9038263275288,0.00506494471337646,1.18733105546356e-24,2.59623320689006e-95,0.102814444746062,3.31664365543831e-08,4.08131104920949e-05,0.461198392311291,0.946649618236236,3.62782992845256e-06,5.44525078730658,-504.796043011275
0.0346653935964411,4.53431813073709,0.0580887782700761,1.91283166711219,0.204894151235931,0.999999999999871,1.19385780296939e-163,0.257225842537953,0.0823805783222659,0.0144885612924999,0.0047087566851588,0.992772610022779,0.975526312565597,6.41943224286661,-23186.3605155362
0.037122912785287,5.38777934665252,0.0558331537225548,2.31780558708124,0.13692738704849,1,5.63120041863918e-21,2.51623761227736e-05,0.901420295265796,0.743244471446461,0.490333307951278,0.970389923958924,0.592408899315098,3.866285180673,731.250825228264
0.0326888817286662,4.4117339862587,0.059228245615994,1.67861023079604,0.117397870612331,1,7.34532599225294e-96,0.999999772239217,0.783796412070234,0.94601225858571,0.868210313940049,6.14453890068992e-10,0.707227051178399,6.62245033867657,-151415353268676
0.0305974502428045,4.44676212537706,0.0550266632557915,1.56707190419547,0.219676000275649,4.19884356440117e-29,1,1.4970745468986e-09,0.00496648729768878,0.02833167377193,0.209841680131894,0.000388477587427663,5.40569613994243e-05,7.04718888923526,102532.907070732
0.033917756985166,5.46490648217878,0.0647724292304769,2.1007005921565,0.0670936040813103,1.48332194521171e-190,1,0.587983158151146,0.166866536615629,0.0243072492050035,0.509426939313007,0.00976210835211961,0.0220795881423543,7.05304504558444,9722.93584864008
0.02848302802845,5.36006819374149,0.0534051351548428,1.64731882256456,0.155502277216874,6.60431959702258e-312,2.19492227858639e-271,0.999999936878293,0.901384598256698,0.0154680312400852,0.792288417556453,2.56530341617728e-07,1.59598653120055e-05,9.50737085938454,80084450048.5846
0.0399594652722718,5.65916823859716,0.0601060591086268,2.36557265790179,0.0276322554331273,1.44642204048316e-95,1,0.000673152136244898,0.00336702432412063,0.936594086342935,0.151625882019911,0.680381672881507,7.77500098361208e-08,6.72853777557611,-588.995521122558
0.0287234141109213,5.94202275653873,0.0614818342346535,1.69555769418366,0.298502449505031,6.60431959702258e-312,1,0.00500442603390848,0.816972908485445,0.242625122201627,0.858985711911899,0.999927676494003,0.689131694148718,3.0417388244532,-201.615371872319
0.0341254843261153,4.40722205700266,0.0613539254016771,2.08850158331916,0.268156238179654,1.84261367573255e-269,3.782787316757e-148,0.978497354179866,0.998043721456227,0.107856638206872,0.970534427612232,0.0889751709231928,0.0531114087638932,4.74931908585131,148244.667990647
0.0273157268888703,4.57297880407967,0.0544950355281605,1.75035513052717,0.257961817807518,3.11184363440727e-42,1,1,0.81283682849426,0.0166755469515438,0.57959522364909,2.68178724287779e-06,0.999871554646465,2.59850707277656,-418980169.834594
0.0334694047808345,4.58397471758646,0.0592946279934042,1.53567812894471,0.0140141805633903,1,4.81256007090899e-93,0.999999711673038,0.787424839988678,1.5878377151078e-05,0.484407477253818,0.299486000043594,0.683878788095438,7.10993259912357,-310915.740208633
0.0302556313650613,4.22378012556701,0.0548574810376606,2.21292033628561,0.159588965121657,4.02762191830988e-209,5.56004065531529e-120,2.13048997913515e-18,0.00459760634481019,0.991678754283289,0.0211531595481229,1.44196647456615e-11,0.297886647196818,5.20546303829178,-Inf
0.0347223566119827,4.64047372028635,0.0497795844403748,2.45387935708277,0.00932932533323765,1.48636338121337e-113,2.62544483238196e-12,6.39082254795335e-32,6.24091319468922e-12,0.260929095585922,0.955531678230391,0.999577152535074,0.997864163822172,8.61625294946134,-2484.04546063996
0.033128574200597,4.26958365443159,0.0614210886072795,1.53669611131772,0.0451323861256242,2.04752345300018e-08,5.7522701520683e-38,0.885892127279772,0.292805691442381,0.9250195992095,0.678949668209873,0.617991028473044,0.000105644280103027,8.42959726089612,24151.768565911
0.0321647477732906,5.45264060235002,0.0595098745199003,1.93423412460834,0.151373807690106,1,2.51458073621229e-120,0.148860014072328,0.408469191990523,0.893633454674745,0.755364174636366,0.123338343810363,0.328241176802281,3.80806721746922,-32443.7778400192
0.0318876808906081,5.22783055661169,0.0632210283024076,1.87050201790407,0.108921318221837,1,5.38319866971436e-138,0.242395652261216,0.000790982727845163,0.80087302485351,0.564584037341139,0.689462998719759,0.839955550589431,5.02418106980622,-48792.1707562236
0.0331406147496497,4.95468008723435,0.0467105562237624,1.89487338648178,0.193751438520849,5.08128703795806e-140,1.26448902889217e-41,4.1541239351789e-05,0.784735641405874,0.000316250557460649,0.416833800817936,0.998780552631395,0.0307457877501456,7.04015735816211,836.38541504564
0.0268730730749992,4.84313695304076,0.0600698997144681,2.00374175445177,0.217740791849792,1,0.999980764526816,0.156858283682462,0.0058520672090423,0.0104202084189436,0.00934019226920386,2.63362436869543e-12,0.999996830445926,8.26133780181408,-25785854594440.6
0.0263509005431654,3.96125013491603,0.0566820383867368,2.08248761552386,0.185284600476734,3.95795911945378e-62,1.05373738416546e-26,3.12067084575689e-13,0.0102744844123824,0.365914972683613,0.0237820321139864,0.603127358976415,0.0019326105098289,7.4910472841002,2879.08944940373
0.0327888742988418,5.73874495390326,0.0563998227711667,1.96326512494124,0.127707275608554,7.24904431499338e-108,3.22732276057836e-30,0.999999908335383,0.08965366763805,0.000527918337256211,0.935933387073879,6.1357839793661e-05,0.998678516204592,8.27570176543668,-2679959603.01589
0.0344681528419056,5.16421618331715,0.0524817468916124,1.77532079955563,0.190998261328787,2.42071355432007e-232,1,6.83927552619652e-08,0.000317112796861901,1.90003348282425e-10,0.916318523563137,0.677990917971081,0.167911705432242,4.90614088624716,-471.918106590303
0.035811156233466,4.70182449597517,0.0549690998673883,1.7805637633428,0.241226643067785,1,1.75758472829784e-311,0.00538032784755437,0.00903542201069769,0.764693238301832,0.00106189561597133,0.00119785119460282,0.997925272366084,5.38124201865867,4642906.77432726
0.032959027800375,3.48477409164651,0.0607908822306303,1.90461722458713,0.219253166159615,1,1.75758472829784e-311,0.999999466830742,0.0831997209288026,0.00872255339474052,2.38894935314209e-05,0.0213844546466958,0.0279644611786034,8.79209975386038,1273646.46276549
0.0296190497402482,4.76455989445725,0.0620295577930343,2.22650654031895,0.167285913135856,1.11361538220652e-58,5.17460000177422e-134,0.525700685623595,0.000912565160437769,0.1061649658807,0.464584254791132,0.0191799518557094,0.250198829185888,7.64852271880955,-274777.037300051
0.0351907305984974,4.69049402219055,0.0550572595528822,1.51929470547475,0.255257535469718,6.60431959702258e-312,1,1.38137572137664e-06,0.99568887375845,0.634171711392821,0.57400407054906,0.998506099814061,0.406704339445805,3.90445449622348,-362.972724077278
0.0329243921225508,3.98542028093357,0.0513458968800664,1.69916074420325,0.0748643610393629,1,7.40242276368554e-32,0.28777629469823,0.00222324207413729,0.979633037597573,0.999917192704717,0.999999983987316,0.0162611448277228,3.25958813261241,5336.53493277821
0.0349002899822249,4.84582811836485,0.0576108518261898,2.06651999149472,0.157618517219089,6.60431959702258e-312,3.44647870736147e-07,2.12906704265449e-08,0.0350047156733291,1.95385109199505e-05,0.719078409476977,0.999790902404167,0.997737253025365,2.71780535532162,688.838458963817
0.0302149552413959,4.50957442917389,0.0613698718803446,2.11625549267046,0.254228563257493,1,2.71089028254444e-68,2.43647873170276e-15,0.59167075439512,0.196831920493321,0.0129681470036181,0.89875702340134,0.166516018542866,4.48377427831292,4269.19900608641
0.0364425198549483,4.37726397016105,0.0595546389297683,1.64863637974486,0.000205169292166829,5.88797277765473e-294,3.53140051231244e-225,1.20695018918391e-07,0.302674899062544,0.939774875339846,0.987137684794153,0.364172489839823,0.226392825886093,5.4828332462348,-2432.47493802121
0.0365638390334777,4.4396808648026,0.0573368911087746,2.30425571417436,0.288665100303479,9.27298800707151e-241,1.17410613805643e-43,0.968049393590838,0.52939126585938,0.957675134298996,0.999959902870566,0.00421900800344953,0.631541205150932,6.93179028946906,-19942034.2413796
0.0334462576324782,4.88992681807338,0.0585292568039287,1.72120881103911,0.168563613016158,6.60431959702258e-312,4.92043936949203e-104,1.73802634815129e-13,0.427937886332679,0.999353294943345,0.793561030284378,3.12359027861286e-13,0.10090577121933,5.21448602387682,-Inf
0.0328219155099014,4.51317639504798,0.052375737487791,2.34174488997087,0.219227743567899,1,3.40965448622597e-41,0.999999177095611,0.203353126596184,0.0320714177535529,0.028822320984636,0.479118870358895,0.705583590019413,5.33864190103486,-144481.709923565
0.0304487618644851,4.92352676703714,0.0624995968741115,2.46181143284775,0.0658574287081137,8.03613707831135e-105,0.183078581814868,2.03776402102369e-05,0.0112193324539474,0.0638261888540873,0.0143073479450556,0.0132642602994659,3.19794338169912e-12,6.86141707282513,4054.31613609459
0.0291036589416421,4.86783439788497,0.0649195817826773,2.27941961423494,0.057186183007434,1,7.60014554426645e-241,0.0625352219913349,0.37719940839233,0.343402581052223,0.0112924610542241,0.0948097805441045,2.38943647503849e-14,9.16527051990852,28785.4693713425
0.0275033016475122,5.41269664345741,0.0506978318942756,2.0527844238095,0.24742263648659,6.60431959702258e-312,1,0.132589573555274,0.572379254978229,0.572872339658465,0.00617964646943575,0.61046366936935,7.19610876562581e-08,5.84858411177993,-483.881436246949
0.0333182249534273,4.54229112493978,0.0641499665471784,2.34853960690089,0.0137346450705081,1.00690668386041e-64,1,1.60433438116565e-14,0.00124239440316667,0.811853509480864,0.360502012200835,0.0508232634185926,0.768957210818374,7.40238023595884,-560.006085512094
0.0306779938742991,5.56201882534991,0.0547855034031015,1.53467194503173,0.13175272741355,1,1.53425039364123e-12,0.00172863640138722,0.597172742608997,0.166337623097305,0.953000763781775,0.116745109289628,0.996155537186251,5.86428392771631,22147.4150030882
0.0304671026757649,5.02616935662666,0.0604704672653145,2.48329465603456,0.147171838162467,1,2.02275791033466e-167,0.156840355062035,0.922158276928179,0.999680375364332,0.37969736290831,0.455236714716408,6.0503630277709e-06,3.94843387790024,14021.6698926523
0.030650336903972,5.47897121232784,0.0537735297172423,1.7509840328712,0.227998199220747,3.4895393290189e-15,2.51075240643604e-30,0.99999960104154,0.000337353112390677,0.169320885202895,0.0544553718085138,5.41698250370243e-06,0.0926527204444753,6.21759040188044,2470194518.69693
0.0442340747644682,5.65328525667729,0.0606685826769797,1.57825821801089,0.0693902289960533,6.60431959702258e-312,1.06705627869222e-259,0.99142603994583,0.63373126467643,0.0107386603210764,0.999002139907408,0.0419219421324535,0.198169193408725,8.31450403342023,-409737.468478185
0.0300788689902891,5.47768906828832,0.0525195536680491,1.57119594840333,0.22416680494789,9.43464787256131e-44,1.81192174997372e-276,1.76398060105475e-18,0.422737423993417,0.0391714710016874,0.886479930029332,0.0141218500681502,2.72887553397842e-06,7.04219325212762,279205.718132375
0.0348989944764666,4.71685869658885,0.0632156868937493,1.93911974015646,0.0842545741936192,1.87466553742739e-308,3.70635570179454e-82,2.89772147596998e-05,1.09665567596968e-05,0.744676521518504,0.415420750236086,0.912111138567712,0.00114764111639857,6.56758012482896,-856.500437849477
0.0344462144851655,4.94630724578968,0.0576779441609268,1.58775741280988,0.244898877013475,1,1,2.13018514289173e-05,0.516594390668584,0.00611760492413151,0.598235027892661,0.161703238107427,0.686667385790695,4.4246556092985,-151.469214364231
0.0327684230804879,5.41913678910618,0.0644466972545848,2.49171835347079,0.280702206725255,6.60431959702258e-312,0.999999992201885,7.3273109423337e-13,0.450025972209252,0.996702282532662,0.024072280918895,0.0618335378999992,0.000654212222336678,3.38218113780022,537.704227412992
0.0309079409202421,4.43887537471169,0.0575309399581529,1.95947246183641,0.152627004194073,1,1.75758472829784e-311,0.000196760556598616,0.995825600564731,0.141401420061752,0.20394814555006,0.342007459779746,0.889404303937491,5.91483954340219,8189.43956867075
0.0394917675135169,5.24926216916167,0.0554603973135483,2.49031663034111,0.080865410529077,6.60431959702258e-312,1,0.996729329980306,0.884817241273135,0.000789586540405152,0.44506781100173,0.998102877993823,0.71285141096548,8.4834929020144,-1512.42067735772
0.0298888864865639,5.11708950523698,0.0572535750154717,2.32015633489937,0.178303258144297,1,5.26836547613651e-249,0.942217313925638,0.000917713660952384,0.117945997746117,0.185229085439638,0.987541324629218,6.39639984616712e-16,7.23338694870472,25569.7579574056
0.0315551110185056,4.98414883952748,0.0578959500095844,1.82420101203024,0.052861189423129,6.60431959702258e-312,2.55880180920578e-184,0.000302767683630198,0.977580487128452,0.00884909098349568,0.0333453494529911,3.93657486748067e-06,0.0421308456993192,3.49569992674515,238318555.32049
0.032061572087282,3.91288214568013,0.0565080764618966,2.24305860581808,0.0208882195176557,6.60431959702258e-312,0.00220080665739042,0.0315398939919378,0.999705941529082,0.982350428805971,1.13441274174827e-05,0.000111317897678359,0.0844605408142001,9.2214794815518,5041233.83101115
0.0291425028694743,5.05957517001701,0.0557812559257965,1.99582882435061,0.240948443370871,6.60431959702258e-312,0.999999451496224,0.000282166078327267,0.0225569027828697,7.16707801367133e-06,0.626237267218862,0.892083484902034,0.253446206470505,8.96782861184329,-647.419213265002
0.035909816843374,5.57535780968789,0.0621163409935895,1.59758657822385,0.209898566175252,1,1.75758472829784e-311,0.000159378161413226,0.00449110496851513,0.676614305688317,0.994263803948477,0.944399458174667,0.999989281483302,6.92821561358869,2523.97497722425
0.0308588047547036,4.74302540661628,0.0601531929629896,2.18178168870509,0.170656948699616,1,0.999999999996809,1.05843112231584e-06,0.371635325997591,0.311755664500629,0.240111823682503,0.0528779800648562,0.476192025574898,2.48909480078146,471.292628774485
0.0367814776220133,4.28661043103153,0.0559567916894974,2.25527773867361,0.0799472636310384,6.60431959702258e-312,1.96104124644493e-160,0.999999981021972,0.977751452137737,0.492796715881267,0.263694552535215,0.251902422466824,0.366464740196025,3.85106746340171,-92405.708912589
0.0311922669125948,5.04555564994952,0.0569108885761371,1.7095799902454,0.0420686027733609,6.60431959702258e-312,2.09612526824278e-34,0.973825419035794,0.227520801215722,0.32263985305441,0.000329078634762791,3.74209603824937e-07,0.000484179037048064,8.08050055569038,48142192243.1094
0.0325924126701275,5.48579657076918,0.0615998928808948,1.69528448441997,0.176721657905728,6.63705089290596e-144,1,0.352492148161304,0.551172039791527,0.0204572567110364,0.0026539983534765,0.0650523811474853,0.00151661712381441,9.15468202671036,798.714781019937
0.0335174720733506,4.7508330613007,0.0666497319147215,1.9261952098459,0.228850781684741,8.70296497359307e-86,1,0.984367705458229,0.000243498657800124,0.0178962906764976,0.00819425821061344,0.686938656373144,2.41005481711467e-08,7.50845125131309,-281.137614577785
0.0364033346329177,4.69962432149787,0.0496570990819976,1.79304978926666,0.171098522865213,6.60431959702258e-312,1,2.83798346003002e-18,0.999648889859478,0.258251984880169,0.986982245884255,0.528305119767655,0.304445620142504,6.49545041238889,-577.222359087127
0.0353040024136215,4.55530664319286,0.0631786079308415,1.53879516827874,0.289993306808174,1,1.01815598038069e-94,3.87667862413506e-07,0.737544338793354,0.439346357297495,0.144906985823709,3.40551561253172e-05,0.00440546369654902,5.78830359503627,214910546.901383
0.0316109608543006,4.96705240837661,0.0629333587583156,1.77071671560407,0.0333166470285505,6.60431959702258e-312,2.20941840263352e-107,0.49512681024432,0.00358128019367638,0.245597073116476,4.75677334086363e-05,0.0872150048074577,0.993689143346773,4.65766149479896,-378075.169906362
0.0413240138527711,4.35460175215445,0.0607917213137532,1.6214859241154,0.248151166783646,1,0.999767406839069,4.46590238686221e-11,0.151759864717217,0.970781526845416,0.00263582727461635,0.883347342959744,0.0122604412403193,2.28757109167054,-65.2637417923827
0.0287099479984741,5.53277808854107,0.0489482453967918,2.01258048485033,0.0107705671805888,0.99999999999677,3.38875306318308e-148,0.999999999999308,0.863975842866168,0.328744410745155,0.014812834018535,0.924228557644271,0.998457617712648,6.5516250715591,-116202.715198197
0.0332975571934725,5.61237178217581,0.0501357591544996,2.15675896289758,0.107769421557896,1,4.14457787959711e-41,0.999999999512914,0.000484305035380317,0.921158334419623,0.126981192576131,0.0207602135613773,0.402477809789782,7.20408434700221,-1560855.28850301
0.0385171134129091,5.22240936613266,0.0519457991854332,2.4236407156568,0.145613254141062,5.53657957262391e-183,3.77418302821368e-12,4.47433180078443e-13,0.00147442693152458,0.0211686797624722,0.899533573424701,2.86969188148388e-07,0.0513982371787244,6.54537982633337,9014102732.83748
0.0297314230750236,4.87415133922397,0.0532221949055392,2.16599342157133,0.161985646281391,1,0.999897666115246,0.999999999999911,0.00514487101702062,0.944783359707411,0.000538139977072058,0.171406700864444,0.996820161092253,2.65624400926754,-4858.18532264534
0.0368141648473883,5.12316362574197,0.0467611449280152,2.27297906950116,0.121633402816951,1,5.44809832638874e-14,1.02527304104481e-13,0.995720539942942,0.000188658097004411,0.593621275179838,0.00287355881005121,0.00167331278155927,6.49980282131582,1065670.76919089
0.0350462500254275,2.91130233378549,0.0601356807618981,2.05693777021952,0.221955577447079,9.89950993161978e-305,1.75758472829784e-311,0.000416776275158954,0.87965793824291,0.0150138147875826,0.00844522430650838,1.26651454966101e-05,0.106753651300384,3.24091056594625,309681376.833992
0.0262014866046566,3.84677322215736,0.0599800768199458,2.35760976164602,0.126649306970648,1,1.40085122373568e-137,1.7580942121364e-06,0.689929029589758,0.00546665431507219,0.117221780093555,4.23121318881316e-05,0.00155724093837528,5.64920542389154,75534487.5543408
0.0378535652602262,5.93286440012858,0.053043338188375,1.55452154693194,0.17885312049184,6.60431959702258e-312,1.75758472829784e-311,1.78106873767138e-06,0.0524541302908431,2.8481953917004e-09,0.00268464204594788,0.0496015522380526,0.979200761451259,5.20966756995767,61442.044294262
0.0296932666106217,5.34597018143158,0.0575961800800946,1.78255999204703,0.0359402074478567,1,1.87412921412928e-190,0.909883851543533,0.00168121851887183,0.0550033001270445,0.00018543458190502,0.228470755241311,8.36586784146901e-05,0.867928517516702,1827219.87104511
0.0321343232419828,4.21343783355182,0.0571620653394494,1.67827265080996,0.158603106066585,1,3.53634485349051e-104,4.36415598565266e-09,2.50201090104023e-08,6.78860479086371e-08,0.00204982921507511,0.895732973012721,3.92046941223125e-05,7.69434994552284,1361.56645554271
0.0305661805485415,4.32753256677076,0.0539723562930115,2.17771737766452,0.0527147327084094,6.37744861168827e-246,1,3.65734568695109e-15,0.217895202779058,0.876476515009801,0.0170554393731844,0.0022013455897858,0.701934981565424,8.92144579440355,3670.49951530478
0.0265128576151955,3.42953540545088,0.0522562978178575,1.94304549205117,0.204665353428572,1,1,0.948974179654711,0.00259480291977012,0.018791045450473,0.0183799853609213,5.67405437443764e-05,1.83923246631451e-07,3.55745483096689,3990071.0998391
0.0361344378448074,2.72863959229578,0.0559626084602038,1.96784130809829,0.178031327133067,1,5.13371064376997e-12,4.26663487489939e-07,0.253723760175496,0.0436597411877521,0.0565936419145442,0.151672102527679,0.000497896936682443,3.32469879975542,26800.6331500748
0.02797685448043,4.51127624211179,0.057486772579484,1.62927983584814,0.0959396494785324,1,6.14463858838069e-185,0.999999590142028,0.836138574471319,0.000376705337014592,1.15858498877506e-05,0.99985817680174,5.3883686454113e-08,2.93295595981181,24903.0375575238
0.034536465880861,4.81243224434706,0.0573005152081065,2.22676040860824,0.0788500596536323,4.96147761332342e-45,0.00177157125503109,0.00453780046939812,2.06691221053852e-06,8.57402793346996e-05,0.756394882132376,0.323900384709376,1.84725763069194e-06,2.79106071637943,2046.67611998453
0.0314086289732592,5.56859919189388,0.0620911810177012,1.76595150260255,0.111763651412912,1,1,9.17207519433316e-07,0.000885592483886613,0.935522590648357,0.00611743409685949,1.90065919115435e-07,6.49263970065502e-09,1.44292643060908,-25715908012.9767
